"mokupuni","moku","ahupuaa","biome_unit","polygon_count"
"Hawaiʻi","Puna","Kapoho","Mesic Grassland",136
"Hawaiʻi","Puna","Kapoho","Mesic Shrubland",187
"Hawaiʻi","Puna","Kapoho","Not Vegetated",40
"Hawaiʻi","Puna","Kapoho","Wet Forest",301
"Hawaiʻi","Puna","Kapoho","Wet Grassland",133
"Hawaiʻi","Puna","Kapoho","Wet Shrubland",145
"Hawaiʻi","Puna","Kapoho","Wetland",3
"Hawaiʻi","Puna","Kauaea","Agriculture",14
"Hawaiʻi","Puna","Kauaea","Developed",25
"Hawaiʻi","Puna","Kauaea","Mesic Forest",103
"Hawaiʻi","Puna","Kauaea","Mesic Grassland",69
"Hawaiʻi","Puna","Kauaea","Mesic Shrubland",74
"Hawaiʻi","Puna","Kauaea","Not Vegetated",11
"Hawaiʻi","Puna","Kauaea","Wet Forest",201
"Hawaiʻi","Puna","Kauaea","Wet Grassland",26
"Hawaiʻi","Puna","Kauaea","Wet Shrubland",80
"Hawaiʻi","Puna","Kaueleau","Agriculture",68
"Hawaiʻi","Puna","Kaueleau","Developed",116
"Hawaiʻi","Puna","Kaueleau","Mesic Forest",186
"Hawaiʻi","Puna","Kaueleau","Mesic Grassland",101
"Hawaiʻi","Puna","Kaueleau","Mesic Shrubland",94
"Hawaiʻi","Puna","Kaueleau","Not Vegetated",21
"Hawaiʻi","Puna","Kaueleau","Wet Forest",237
"Hawaiʻi","Puna","Kaueleau","Wet Grassland",46
"Hawaiʻi","Puna","Kaueleau","Wet Shrubland",67
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Agriculture",1
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Developed",13
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Mesic Forest",122
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Mesic Grassland",11
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Mesic Shrubland",41
"Hawaiʻi","Puna","Kaukulau, Ki (b)","Not Vegetated",1
"Hawaiʻi","Puna","Keahialaka","Agriculture",54
"Hawaiʻi","Puna","Keahialaka","Developed",898
"Hawaiʻi","Puna","Keahialaka","Mesic Forest",132
"Hawaiʻi","Puna","Keahialaka","Mesic Grassland",20
"Hawaiʻi","Puna","Keahialaka","Mesic Shrubland",67
"Hawaiʻi","Puna","Keahialaka","Not Vegetated",14
"Hawaiʻi","Puna","Keahialaka","Wet Forest",1018
"Hawaiʻi","Puna","Keahialaka","Wet Grassland",135
"Hawaiʻi","Puna","Keahialaka","Wet Shrubland",457
"Hawaiʻi","Puna","Kealakomo","Developed",63
"Hawaiʻi","Puna","Kealakomo","Dry Forest",2
"Hawaiʻi","Puna","Kealakomo","Dry Grassland",1
"Hawaiʻi","Puna","Kealakomo","Dry Shrubland",5
"Hawaiʻi","Puna","Kealakomo","Mesic Forest",127
"Hawaiʻi","Puna","Kealakomo","Mesic Grassland",35
"Hawaiʻi","Puna","Kealakomo","Mesic Shrubland",85
"Hawaiʻi","Puna","Kealakomo","Not Vegetated",5
"Hawaiʻi","Puna","Kealakomo","Wet Forest",42
"Hawaiʻi","Puna","Kealakomo","Wet Shrubland",7
"Hawaiʻi","Puna","Keauohana, Kehena","Agriculture",75
"Hawaiʻi","Puna","Keauohana, Kehena","Developed",434
"Hawaiʻi","Puna","Keauohana, Kehena","Mesic Forest",278
"Hawaiʻi","Puna","Keauohana, Kehena","Mesic Grassland",118
"Hawaiʻi","Puna","Keauohana, Kehena","Mesic Shrubland",176
"Hawaiʻi","Puna","Keauohana, Kehena","Not Vegetated",92
"Hawaiʻi","Puna","Keauohana, Kehena","Wet Forest",90
"Hawaiʻi","Puna","Keauohana, Kehena","Wet Grassland",70
"Hawaiʻi","Puna","Keauohana, Kehena","Wet Shrubland",39
"Hawaiʻi","Puna","Keaʻau","Agriculture",1965
"Hawaiʻi","Puna","Keaʻau","Developed",13634
"Hawaiʻi","Puna","Keaʻau","N/A Forest",2
"Hawaiʻi","Puna","Keaʻau","Not Vegetated",938
"Hawaiʻi","Puna","Keaʻau","Wet Forest",9976
"Hawaiʻi","Puna","Keaʻau","Wet Grassland",2473
"Hawaiʻi","Puna","Keaʻau","Wet Shrubland",4289
"Hawaiʻi","Puna","Keaʻau","Wetland",1
"Hawaiʻi","Puna","Keonepokoiki","Agriculture",100
"Hawaiʻi","Puna","Keonepokoiki","Developed",125
"Hawaiʻi","Puna","Keonepokoiki","Not Vegetated",136
"Hawaiʻi","Puna","Keonepokoiki","Wet Forest",636
"Hawaiʻi","Puna","Keonepokoiki","Wet Grassland",178
"Hawaiʻi","Puna","Keonepokoiki","Wet Shrubland",244
"Hawaiʻi","Puna","Keonepokonui","Agriculture",84
"Hawaiʻi","Puna","Keonepokonui","Developed",526
"Hawaiʻi","Puna","Keonepokonui","Not Vegetated",181
"Hawaiʻi","Puna","Keonepokonui","Wet Forest",490
"Hawaiʻi","Puna","Keonepokonui","Wet Grassland",151
"Hawaiʻi","Puna","Keonepokonui","Wet Shrubland",187
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Agriculture",99
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Developed",224
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Mesic Forest",125
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Mesic Grassland",59
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Mesic Shrubland",63
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Not Vegetated",48
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Wet Forest",460
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Wet Grassland",133
"Hawaiʻi","Puna","Kukuihala, Kamāʻili","Wet Shrubland",193
"Hawaiʻi","Puna","Kula","Agriculture",20
"Hawaiʻi","Puna","Kula","Developed",223
"Hawaiʻi","Puna","Kula","Mesic Forest",150
"Hawaiʻi","Puna","Kula","Mesic Grassland",53
"Hawaiʻi","Puna","Kula","Mesic Shrubland",66
"Hawaiʻi","Puna","Kula","Not Vegetated",29
"Hawaiʻi","Puna","Kula","Wet Forest",205
"Hawaiʻi","Puna","Kula","Wet Grassland",84
"Hawaiʻi","Puna","Kula","Wet Shrubland",101
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Agriculture",76
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Developed",359
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Mesic Forest",369
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Mesic Grassland",30
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Mesic Shrubland",108
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Not Vegetated",21
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Wet Forest",197
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Wet Grassland",36
"Hawaiʻi","Puna","Kīkala 1-2, Kēōkea","Wet Shrubland",40
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Agriculture",4
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Developed",21
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Mesic Forest",89
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Mesic Grassland",30
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Mesic Shrubland",78
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Not Vegetated",23
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Wet Forest",6
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Wet Grassland",8
"Hawaiʻi","Puna","Laeʻapuki, Pānaui-iki","Wet Shrubland",26
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Agriculture",218
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Developed",386
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Not Vegetated",235
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Wet Forest",1222
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Wet Grassland",297
"Hawaiʻi","Puna","Makuʻu, Pōpōkī, Hālo","Wet Shrubland",542
"Hawaiʻi","Puna","Malama 1","Agriculture",2
"Hawaiʻi","Puna","Malama 1","Developed",50
"Hawaiʻi","Puna","Malama 1","Mesic Forest",352
"Hawaiʻi","Puna","Malama 1","Mesic Grassland",27
"Hawaiʻi","Puna","Malama 1","Mesic Shrubland",100
"Hawaiʻi","Puna","Malama 1","Not Vegetated",12
"Hawaiʻi","Puna","Malama 1","Wet Forest",101
"Hawaiʻi","Puna","Malama 1","Wet Grassland",17
"Hawaiʻi","Puna","Malama 1","Wet Shrubland",64
"Hawaiʻi","Puna","Nānāwale","Agriculture",10
"Hawaiʻi","Puna","Nānāwale","Developed",28
"Hawaiʻi","Puna","Nānāwale","Mesic Forest",52
"Hawaiʻi","Puna","Nānāwale","Mesic Grassland",3
"Hawaiʻi","Puna","Nānāwale","Mesic Shrubland",15
"Hawaiʻi","Puna","Nānāwale","Not Vegetated",37
"Hawaiʻi","Puna","Nānāwale","Wet Forest",256
"Hawaiʻi","Puna","Nānāwale","Wet Grassland",21
"Hawaiʻi","Puna","Nānāwale","Wet Shrubland",55
"Hawaiʻi","Puna","Opihikao","Agriculture",49
"Hawaiʻi","Puna","Opihikao","Developed",84
"Hawaiʻi","Puna","Opihikao","Mesic Forest",118
"Hawaiʻi","Puna","Opihikao","Mesic Grassland",62
"Hawaiʻi","Puna","Opihikao","Mesic Shrubland",62
"Hawaiʻi","Puna","Opihikao","Not Vegetated",6
"Hawaiʻi","Puna","Opihikao","Wet Forest",113
"Hawaiʻi","Puna","Opihikao","Wet Grassland",31
"Hawaiʻi","Puna","Opihikao","Wet Shrubland",59
"Hawaiʻi","Puna","Pohoiki","Agriculture",7
"Hawaiʻi","Puna","Pohoiki","Developed",69
"Hawaiʻi","Puna","Pohoiki","Mesic Forest",95
"Hawaiʻi","Puna","Pohoiki","Mesic Grassland",33
"Hawaiʻi","Puna","Pohoiki","Mesic Shrubland",37
"Hawaiʻi","Puna","Pohoiki","Not Vegetated",5
"Hawaiʻi","Puna","Pohoiki","Wet Forest",33
"Hawaiʻi","Puna","Pohoiki","Wet Grassland",16
"Hawaiʻi","Puna","Pohoiki","Wet Shrubland",15
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Agriculture",55
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Developed",2
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Mesic Forest",227
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Mesic Grassland",34
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Mesic Shrubland",63
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Not Vegetated",18
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Wet Forest",55
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Wet Grassland",11
"Hawaiʻi","Puna","Poupou 1-2, Pūlama","Wet Shrubland",30
"Hawaiʻi","Puna","Puua","Agriculture",60
"Hawaiʻi","Puna","Puua","Developed",662
"Hawaiʻi","Puna","Puua","Mesic Forest",68
"Hawaiʻi","Puna","Puua","Mesic Grassland",31
"Hawaiʻi","Puna","Puua","Mesic Shrubland",47
"Hawaiʻi","Puna","Puua","Not Vegetated",35
"Hawaiʻi","Puna","Puua","Wet Forest",1084
"Hawaiʻi","Puna","Puua","Wet Grassland",260
"Hawaiʻi","Puna","Puua","Wet Shrubland",472
"Hawaiʻi","Puna","Pānauinui","Agriculture",6
"Hawaiʻi","Puna","Pānauinui","Developed",126
"Hawaiʻi","Puna","Pānauinui","Dry Forest",1
"Hawaiʻi","Puna","Pānauinui","Dry Grassland",10
"Hawaiʻi","Puna","Pānauinui","Dry Shrubland",44
"Hawaiʻi","Puna","Pānauinui","Mesic Forest",307
"Hawaiʻi","Puna","Pānauinui","Mesic Grassland",172
"Hawaiʻi","Puna","Pānauinui","Mesic Shrubland",243
"Hawaiʻi","Puna","Pānauinui","Not Vegetated",132
"Hawaiʻi","Puna","Pānauinui","Wet Forest",659
"Hawaiʻi","Puna","Pānauinui","Wet Grassland",36
"Hawaiʻi","Puna","Pānauinui","Wet Shrubland",150
"Hawaiʻi","Puna","Pūʻālaʻa","Agriculture",15
"Hawaiʻi","Puna","Pūʻālaʻa","Developed",15
"Hawaiʻi","Puna","Pūʻālaʻa","Mesic Forest",198
"Hawaiʻi","Puna","Pūʻālaʻa","Mesic Grassland",38
"Hawaiʻi","Puna","Pūʻālaʻa","Mesic Shrubland",51
"Hawaiʻi","Puna","Pūʻālaʻa","Not Vegetated",41
"Hawaiʻi","Puna","Pūʻālaʻa","Wet Grassland",1
"Hawaiʻi","Puna","Pūʻālaʻa","Wet Shrubland",1
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Agriculture",284
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Developed",1745
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Mesic Forest",11
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Mesic Grassland",1
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Mesic Shrubland",7
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Not Vegetated",201
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Wet Forest",4865
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Wet Grassland",718
"Hawaiʻi","Puna","Waiakahiula, Kaʻohe","Wet Shrubland",1919
"Hawaiʻi","Puna","Waikahekahe","Agriculture",216
"Hawaiʻi","Puna","Waikahekahe","Developed",1802
"Hawaiʻi","Puna","Waikahekahe","Not Vegetated",131
"Hawaiʻi","Puna","Waikahekahe","Wet Forest",651
"Hawaiʻi","Puna","Waikahekahe","Wet Grassland",230
"Hawaiʻi","Puna","Waikahekahe","Wet Shrubland",361
"Hawaiʻi","Puna","Waikahekaheiki","Agriculture",141
"Hawaiʻi","Puna","Waikahekaheiki","Developed",1456
"Hawaiʻi","Puna","Waikahekaheiki","Not Vegetated",117
"Hawaiʻi","Puna","Waikahekaheiki","Wet Forest",768
"Hawaiʻi","Puna","Waikahekaheiki","Wet Grassland",166
"Hawaiʻi","Puna","Waikahekaheiki","Wet Shrubland",399
"Hawaiʻi","Puna","Waikahekahenui","Agriculture",253
"Hawaiʻi","Puna","Waikahekahenui","Developed",1589
"Hawaiʻi","Puna","Waikahekahenui","Not Vegetated",210
"Hawaiʻi","Puna","Waikahekahenui","Wet Forest",658
"Hawaiʻi","Puna","Waikahekahenui","Wet Grassland",234
"Hawaiʻi","Puna","Waikahekahenui","Wet Shrubland",371
"Hawaiʻi","Puna","Waʻawaʻa","Agriculture",9
"Hawaiʻi","Puna","Waʻawaʻa","Developed",85
"Hawaiʻi","Puna","Waʻawaʻa","Mesic Forest",72
"Hawaiʻi","Puna","Waʻawaʻa","Mesic Grassland",17
"Hawaiʻi","Puna","Waʻawaʻa","Mesic Shrubland",69
"Hawaiʻi","Puna","Waʻawaʻa","Not Vegetated",4
"Hawaiʻi","Puna","Waʻawaʻa","Wet Forest",80
"Hawaiʻi","Puna","Waʻawaʻa","Wet Grassland",17
"Hawaiʻi","Puna","Waʻawaʻa","Wet Shrubland",9
"Hawaiʻi","Puna","ʻĀpua","Developed",95
"Hawaiʻi","Puna","ʻĀpua","Dry Forest",16
"Hawaiʻi","Puna","ʻĀpua","Dry Grassland",17
"Hawaiʻi","Puna","ʻĀpua","Dry Shrubland",107
"Hawaiʻi","Puna","ʻĀpua","Mesic Forest",205
"Hawaiʻi","Puna","ʻĀpua","Mesic Grassland",67
"Hawaiʻi","Puna","ʻĀpua","Mesic Shrubland",153
"Hawaiʻi","Puna","ʻĀpua","Not Vegetated",37
"Hawaiʻi","Puna","ʻĀpua","Wet Forest",44
"Hawaiʻi","Puna","ʻĀpua","Wet Shrubland",34
"Hawaiʻi","Puna","ʻŌlaʻa","Agriculture",1086
"Hawaiʻi","Puna","ʻŌlaʻa","Developed",4718
"Hawaiʻi","Puna","ʻŌlaʻa","N/A Forest",5
"Hawaiʻi","Puna","ʻŌlaʻa","Not Vegetated",247
"Hawaiʻi","Puna","ʻŌlaʻa","Wet Forest",9342
"Hawaiʻi","Puna","ʻŌlaʻa","Wet Grassland",1343
"Hawaiʻi","Puna","ʻŌlaʻa","Wet Shrubland",933
"Hawaiʻi","Puna","ʻŌlaʻa","Wetland",2
"Kahoʻolawe","Honuaʻula","N/A","Coastal Strand",1
"Kahoʻolawe","Honuaʻula","N/A","Developed",336
"Kahoʻolawe","Honuaʻula","N/A","Dry Forest",986
"Kahoʻolawe","Honuaʻula","N/A","Dry Grassland",1581
"Kahoʻolawe","Honuaʻula","N/A","Dry Shrubland",1499
"Kahoʻolawe","Honuaʻula","N/A","Not Vegetated",513
"Kauaʻi","Haleleʻa","Hanalei","Agriculture",32
"Kauaʻi","Haleleʻa","Hanalei","Developed",617
"Kauaʻi","Haleleʻa","Hanalei","Dry Forest",39
"Kauaʻi","Haleleʻa","Hanalei","Mesic Forest",135
"Kauaʻi","Haleleʻa","Hanalei","Mesic Grassland",235
"Kauaʻi","Haleleʻa","Hanalei","Mesic Shrubland",68
"Kauaʻi","Haleleʻa","Hanalei","Not Vegetated",76
"Kauaʻi","Haleleʻa","Hanalei","Wet Forest",1970
"Kauaʻi","Haleleʻa","Hanalei","Wet Grassland",358
"Kauaʻi","Haleleʻa","Hanalei","Wet Shrubland",547
"Kauaʻi","Haleleʻa","Hanalei","Wetland",15
"Kauaʻi","Haleleʻa","Hāʻena","Agriculture",3
"Kauaʻi","Haleleʻa","Hāʻena","Developed",55
"Kauaʻi","Haleleʻa","Hāʻena","Dry Forest",2
"Kauaʻi","Haleleʻa","Hāʻena","Dry Shrubland",3
"Kauaʻi","Haleleʻa","Hāʻena","Mesic Forest",122
"Kauaʻi","Haleleʻa","Hāʻena","Mesic Grassland",25
"Kauaʻi","Haleleʻa","Hāʻena","Mesic Shrubland",56
"Kauaʻi","Haleleʻa","Hāʻena","Not Vegetated",6
"Kauaʻi","Haleleʻa","Hāʻena","Wet Forest",207
"Kauaʻi","Haleleʻa","Hāʻena","Wet Shrubland",9
"Kauaʻi","Haleleʻa","Hāʻena","Wetland",1
"Kauaʻi","Haleleʻa","Kalihikai","Agriculture",1
"Kauaʻi","Haleleʻa","Kalihikai","Developed",173
"Kauaʻi","Haleleʻa","Kalihikai","Dry Forest",15
"Kauaʻi","Haleleʻa","Kalihikai","Mesic Forest",105
"Kauaʻi","Haleleʻa","Kalihikai","Mesic Grassland",162
"Kauaʻi","Haleleʻa","Kalihikai","Mesic Shrubland",32
"Kauaʻi","Haleleʻa","Kalihikai","Not Vegetated",11
"Kauaʻi","Haleleʻa","Kalihikai","Wet Forest",5
"Kauaʻi","Haleleʻa","Kalihikai","Wet Grassland",22
"Kauaʻi","Haleleʻa","Kalihikai","Wet Shrubland",34
"Kauaʻi","Haleleʻa","Kalihiwai","Agriculture",38
"Kauaʻi","Haleleʻa","Kalihiwai","Developed",321
"Kauaʻi","Haleleʻa","Kalihiwai","Dry Forest",21
"Kauaʻi","Haleleʻa","Kalihiwai","Mesic Forest",175
"Kauaʻi","Haleleʻa","Kalihiwai","Mesic Grassland",249
"Kauaʻi","Haleleʻa","Kalihiwai","Mesic Shrubland",58
"Kauaʻi","Haleleʻa","Kalihiwai","Not Vegetated",69
"Kauaʻi","Haleleʻa","Kalihiwai","Wet Forest",958
"Kauaʻi","Haleleʻa","Kalihiwai","Wet Grassland",235
"Kauaʻi","Haleleʻa","Kalihiwai","Wet Shrubland",232
"Kauaʻi","Haleleʻa","Kalihiwai","Wetland",12
"Kauaʻi","Haleleʻa","Lumahaʻi","Agriculture",5
"Kauaʻi","Haleleʻa","Lumahaʻi","Developed",5
"Kauaʻi","Haleleʻa","Lumahaʻi","Dry Forest",5
"Kauaʻi","Haleleʻa","Lumahaʻi","Mesic Forest",50
"Kauaʻi","Haleleʻa","Lumahaʻi","Mesic Grassland",13
"Kauaʻi","Haleleʻa","Lumahaʻi","Mesic Shrubland",43
"Kauaʻi","Haleleʻa","Lumahaʻi","Not Vegetated",75
"Kauaʻi","Haleleʻa","Lumahaʻi","Wet Forest",2022
"Kauaʻi","Haleleʻa","Lumahaʻi","Wet Grassland",12
"Kauaʻi","Haleleʻa","Lumahaʻi","Wet Shrubland",174
"Kauaʻi","Haleleʻa","Lumahaʻi","Wetland",2
"Kauaʻi","Haleleʻa","Waikoko","Agriculture",2
"Kauaʻi","Haleleʻa","Waikoko","Developed",11
"Kauaʻi","Haleleʻa","Waikoko","Dry Forest",4
"Kauaʻi","Haleleʻa","Waikoko","Mesic Forest",23
"Kauaʻi","Haleleʻa","Waikoko","Mesic Grassland",18
"Kauaʻi","Haleleʻa","Waikoko","Mesic Shrubland",13
"Kauaʻi","Haleleʻa","Waikoko","Not Vegetated",6
"Kauaʻi","Haleleʻa","Waikoko","Wet Forest",1
"Kauaʻi","Haleleʻa","Waikoko","Wet Shrubland",3
"Kauaʻi","Haleleʻa","Wainiha","Agriculture",18
"Kauaʻi","Haleleʻa","Wainiha","Developed",124
"Kauaʻi","Haleleʻa","Wainiha","Dry Forest",4
"Kauaʻi","Haleleʻa","Wainiha","Mesic Forest",131
"Kauaʻi","Haleleʻa","Wainiha","Mesic Grassland",91
"Kauaʻi","Haleleʻa","Wainiha","Mesic Shrubland",78
"Kauaʻi","Haleleʻa","Wainiha","Not Vegetated",87
"Kauaʻi","Haleleʻa","Wainiha","Wet Forest",2661
"Kauaʻi","Haleleʻa","Wainiha","Wet Grassland",72
"Kauaʻi","Haleleʻa","Wainiha","Wet Shrubland",388
"Kauaʻi","Haleleʻa","Wainiha","Wetland",6
"Kauaʻi","Haleleʻa","Waipā","Agriculture",10
"Kauaʻi","Haleleʻa","Waipā","Developed",17
"Kauaʻi","Haleleʻa","Waipā","Dry Forest",6
"Kauaʻi","Haleleʻa","Waipā","Mesic Forest",19
"Kauaʻi","Haleleʻa","Waipā","Mesic Grassland",8
"Kauaʻi","Haleleʻa","Waipā","Mesic Shrubland",8
"Kauaʻi","Haleleʻa","Waipā","Not Vegetated",2
"Kauaʻi","Haleleʻa","Waipā","Wet Forest",132
"Kauaʻi","Haleleʻa","Waipā","Wet Grassland",22
"Kauaʻi","Haleleʻa","Waipā","Wet Shrubland",88
"Kauaʻi","Haleleʻa","Waipā","Wetland",1
"Kauaʻi","Haleleʻa","Waiʻoli","Agriculture",4
"Kauaʻi","Haleleʻa","Waiʻoli","Developed",55
"Kauaʻi","Haleleʻa","Waiʻoli","Dry Forest",4
"Kauaʻi","Haleleʻa","Waiʻoli","Mesic Forest",20
"Kauaʻi","Haleleʻa","Waiʻoli","Mesic Grassland",9
"Kauaʻi","Haleleʻa","Waiʻoli","Mesic Shrubland",2
"Kauaʻi","Haleleʻa","Waiʻoli","Not Vegetated",6
"Kauaʻi","Haleleʻa","Waiʻoli","Wet Forest",294
"Kauaʻi","Haleleʻa","Waiʻoli","Wet Grassland",29
"Kauaʻi","Haleleʻa","Waiʻoli","Wet Shrubland",129
"Kauaʻi","Haleleʻa","Waiʻoli","Wetland",1
"Kauaʻi","Kona","Hanapēpē","Agriculture",41
"Kauaʻi","Kona","Hanapēpē","Developed",291
"Kauaʻi","Kona","Hanapēpē","Dry Forest",142
"Kauaʻi","Kona","Hanapēpē","Dry Grassland",170
"Kauaʻi","Kona","Hanapēpē","Dry Shrubland",38
"Kauaʻi","Kona","Hanapēpē","Mesic Forest",506
"Kauaʻi","Kona","Hanapēpē","Mesic Grassland",358
"Kauaʻi","Kona","Hanapēpē","Mesic Shrubland",398
"Kauaʻi","Kona","Hanapēpē","Not Vegetated",175
"Kauaʻi","Kona","Hanapēpē","Wet Forest",974
"Kauaʻi","Kona","Hanapēpē","Wet Grassland",139
"Kauaʻi","Kona","Hanapēpē","Wet Shrubland",357
"Kauaʻi","Kona","Hanapēpē","Wetland",1
"Kauaʻi","Kona","Kalāheo","Agriculture",51
"Kauaʻi","Kona","Kalāheo","Developed",569
"Kauaʻi","Kona","Kalāheo","Dry Forest",23
"Kauaʻi","Kona","Kalāheo","Dry Grassland",40
"Kauaʻi","Kona","Kalāheo","Dry Shrubland",6
"Kauaʻi","Kona","Kalāheo","Mesic Forest",144
"Kauaʻi","Kona","Kalāheo","Mesic Grassland",230
"Kauaʻi","Kona","Kalāheo","Mesic Shrubland",18
"Kauaʻi","Kona","Kalāheo","Not Vegetated",104
"Kauaʻi","Kona","Kalāheo","Wet Forest",105
"Kauaʻi","Kona","Kalāheo","Wet Grassland",59
"Kauaʻi","Kona","Kalāheo","Wet Shrubland",60
"Kauaʻi","Kona","Kalāheo","Wetland",7
"Kauaʻi","Kona","Kōloa","Agriculture",50
"Kauaʻi","Kona","Kōloa","Developed",708
"Kauaʻi","Kona","Kōloa","Dry Forest",107
"Kauaʻi","Kona","Kōloa","Dry Grassland",103
"Kauaʻi","Kona","Kōloa","Dry Shrubland",49
"Kauaʻi","Kona","Kōloa","Mesic Forest",286
"Kauaʻi","Kona","Kōloa","Mesic Grassland",361
"Kauaʻi","Kona","Kōloa","Mesic Shrubland",61
"Kauaʻi","Kona","Kōloa","Not Vegetated",240
"Kauaʻi","Kona","Kōloa","Wet Forest",124
"Kauaʻi","Kona","Kōloa","Wet Grassland",73
"Kauaʻi","Kona","Kōloa","Wet Shrubland",43
"Kauaʻi","Kona","Kōloa","Wetland",11
"Kauaʻi","Kona","Lāwai","Agriculture",37
"Kauaʻi","Kona","Lāwai","Developed",362
"Kauaʻi","Kona","Lāwai","Dry Forest",15
"Kauaʻi","Kona","Lāwai","Dry Grassland",30
"Kauaʻi","Kona","Lāwai","Dry Shrubland",6
"Kauaʻi","Kona","Lāwai","Mesic Forest",162
"Kauaʻi","Kona","Lāwai","Mesic Grassland",208
"Kauaʻi","Kona","Lāwai","Mesic Shrubland",40
"Kauaʻi","Kona","Lāwai","Not Vegetated",66
"Kauaʻi","Kona","Lāwai","Wet Forest",67
"Kauaʻi","Kona","Lāwai","Wet Grassland",28
"Kauaʻi","Kona","Lāwai","Wet Shrubland",19
"Kauaʻi","Kona","Lāwai","Wetland",8
"Kauaʻi","Kona","Makaweli","Agriculture",173
"Kauaʻi","Kona","Makaweli","Developed",390
"Kauaʻi","Kona","Makaweli","Dry Forest",1124
"Kauaʻi","Kona","Makaweli","Dry Grassland",750
"Kauaʻi","Kona","Makaweli","Dry Shrubland",773
"Kauaʻi","Kona","Makaweli","Mesic Forest",1762
"Kauaʻi","Kona","Makaweli","Mesic Grassland",600
"Kauaʻi","Kona","Makaweli","Mesic Shrubland",649
"Kauaʻi","Kona","Makaweli","Not Vegetated",1196
"Kauaʻi","Kona","Makaweli","Wet Forest",1636
"Kauaʻi","Kona","Makaweli","Wet Grassland",67
"Kauaʻi","Kona","Makaweli","Wet Shrubland",108
"Kauaʻi","Kona","Makaweli","Wetland",22
"Kauaʻi","Kona","Māhāʻulepū","Agriculture",30
"Kauaʻi","Kona","Māhāʻulepū","Developed",28
"Kauaʻi","Kona","Māhāʻulepū","Dry Forest",121
"Kauaʻi","Kona","Māhāʻulepū","Dry Grassland",80
"Kauaʻi","Kona","Māhāʻulepū","Dry Shrubland",63
"Kauaʻi","Kona","Māhāʻulepū","Mesic Forest",56
"Kauaʻi","Kona","Māhāʻulepū","Mesic Grassland",61
"Kauaʻi","Kona","Māhāʻulepū","Mesic Shrubland",24
"Kauaʻi","Kona","Māhāʻulepū","Not Vegetated",70
"Kauaʻi","Kona","Māhāʻulepū","Wetland",1
"Kauaʻi","Kona","Pāʻā","Agriculture",28
"Kauaʻi","Kona","Pāʻā","Developed",154
"Kauaʻi","Kona","Pāʻā","Dry Forest",93
