"mokupuni","moku","ahupuaa","biome_unit","polygon_count"
"Hawaiʻi","Hilo","Alakahi","Agriculture",17
"Hawaiʻi","Hilo","Alakahi","Developed",61
"Hawaiʻi","Hilo","Alakahi","Not Vegetated",3
"Hawaiʻi","Hilo","Alakahi","Wet Forest",91
"Hawaiʻi","Hilo","Alakahi","Wet Grassland",31
"Hawaiʻi","Hilo","Alakahi","Wet Shrubland",46
"Hawaiʻi","Hilo","Aleamai","Agriculture",24
"Hawaiʻi","Hilo","Aleamai","Developed",72
"Hawaiʻi","Hilo","Aleamai","N/A Forest",1
"Hawaiʻi","Hilo","Aleamai","Not Vegetated",1
"Hawaiʻi","Hilo","Aleamai","Wet Forest",58
"Hawaiʻi","Hilo","Aleamai","Wet Grassland",59
"Hawaiʻi","Hilo","Hakalau","Agriculture",55
"Hawaiʻi","Hilo","Hakalau","Developed",329
"Hawaiʻi","Hilo","Hakalau","Mesic Forest",74
"Hawaiʻi","Hilo","Hakalau","Mesic Grassland",1
"Hawaiʻi","Hilo","Hakalau","N/A Forest",2
"Hawaiʻi","Hilo","Hakalau","Not Vegetated",74
"Hawaiʻi","Hilo","Hakalau","Wet Forest",1408
"Hawaiʻi","Hilo","Hakalau","Wet Grassland",87
"Hawaiʻi","Hilo","Hakalau","Wet Shrubland",364
"Hawaiʻi","Hilo","Hakalau","Wetland",1
"Hawaiʻi","Hilo","Haʻikū","Agriculture",5
"Hawaiʻi","Hilo","Haʻikū","Developed",14
"Hawaiʻi","Hilo","Haʻikū","Dry Forest",2
"Hawaiʻi","Hilo","Haʻikū","Not Vegetated",2
"Hawaiʻi","Hilo","Haʻikū","Wet Forest",26
"Hawaiʻi","Hilo","Haʻikū","Wet Grassland",40
"Hawaiʻi","Hilo","Haʻikū","Wet Shrubland",6
"Hawaiʻi","Hilo","Honohina","Agriculture",17
"Hawaiʻi","Hilo","Honohina","Developed",111
"Hawaiʻi","Hilo","Honohina","Mesic Forest",24
"Hawaiʻi","Hilo","Honohina","Mesic Grassland",8
"Hawaiʻi","Hilo","Honohina","Not Vegetated",54
"Hawaiʻi","Hilo","Honohina","Wet Forest",643
"Hawaiʻi","Hilo","Honohina","Wet Grassland",62
"Hawaiʻi","Hilo","Honohina","Wet Shrubland",154
"Hawaiʻi","Hilo","Honohina","Wetland",1
"Hawaiʻi","Hilo","Honomainoa","Agriculture",10
"Hawaiʻi","Hilo","Honomainoa","Developed",20
"Hawaiʻi","Hilo","Honomainoa","Dry Forest",4
"Hawaiʻi","Hilo","Honomainoa","N/A Forest",1
"Hawaiʻi","Hilo","Honomainoa","Not Vegetated",2
"Hawaiʻi","Hilo","Honomainoa","Wet Forest",19
"Hawaiʻi","Hilo","Honomainoa","Wet Grassland",27
"Hawaiʻi","Hilo","Honomainoa","Wet Shrubland",2
"Hawaiʻi","Hilo","Honomū, Kuhua","Agriculture",88
"Hawaiʻi","Hilo","Honomū, Kuhua","Developed",485
"Hawaiʻi","Hilo","Honomū, Kuhua","N/A Forest",9
"Hawaiʻi","Hilo","Honomū, Kuhua","Not Vegetated",82
"Hawaiʻi","Hilo","Honomū, Kuhua","Wet Forest",465
"Hawaiʻi","Hilo","Honomū, Kuhua","Wet Grassland",254
"Hawaiʻi","Hilo","Honomū, Kuhua","Wet Shrubland",115
"Hawaiʻi","Hilo","Humuʻula","Agriculture",87
"Hawaiʻi","Hilo","Humuʻula","Developed",572
"Hawaiʻi","Hilo","Humuʻula","Dry Forest",1272
"Hawaiʻi","Hilo","Humuʻula","Dry Grassland",392
"Hawaiʻi","Hilo","Humuʻula","Dry Shrubland",862
"Hawaiʻi","Hilo","Humuʻula","Mesic Forest",862
"Hawaiʻi","Hilo","Humuʻula","Mesic Grassland",344
"Hawaiʻi","Hilo","Humuʻula","Mesic Shrubland",1306
"Hawaiʻi","Hilo","Humuʻula","N/A Forest",1
"Hawaiʻi","Hilo","Humuʻula","Not Vegetated",1145
"Hawaiʻi","Hilo","Humuʻula","Wet Forest",180
"Hawaiʻi","Hilo","Humuʻula","Wet Grassland",34
"Hawaiʻi","Hilo","Humuʻula","Wet Shrubland",80
"Hawaiʻi","Hilo","Humuʻula","Wetland",2
"Hawaiʻi","Hilo","Kahaliʻi","Agriculture",9
"Hawaiʻi","Hilo","Kahaliʻi","Developed",33
"Hawaiʻi","Hilo","Kahaliʻi","Not Vegetated",5
"Hawaiʻi","Hilo","Kahaliʻi","Wet Forest",5
"Hawaiʻi","Hilo","Kahaliʻi","Wet Grassland",15
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Agriculture",76
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Developed",125
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Dry Forest",7
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","N/A Forest",10
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Not Vegetated",16
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Wet Forest",206
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Wet Grassland",130
"Hawaiʻi","Hilo","Kahoahuna, Paʻana","Wet Shrubland",15
"Hawaiʻi","Hilo","Kahua","Agriculture",17
"Hawaiʻi","Hilo","Kahua","Developed",85
"Hawaiʻi","Hilo","Kahua","Not Vegetated",12
"Hawaiʻi","Hilo","Kahua","Wet Forest",18
"Hawaiʻi","Hilo","Kahua","Wet Grassland",50
"Hawaiʻi","Hilo","Kahua","Wet Shrubland",3
"Hawaiʻi","Hilo","Kaiaʻakea","Agriculture",17
"Hawaiʻi","Hilo","Kaiaʻakea","Developed",19
"Hawaiʻi","Hilo","Kaiaʻakea","Dry Forest",1
"Hawaiʻi","Hilo","Kaiaʻakea","N/A Forest",2
"Hawaiʻi","Hilo","Kaiaʻakea","Not Vegetated",1
"Hawaiʻi","Hilo","Kaiaʻakea","Wet Forest",15
"Hawaiʻi","Hilo","Kaiaʻakea","Wet Grassland",17
"Hawaiʻi","Hilo","Kaiaʻakea","Wet Shrubland",9
"Hawaiʻi","Hilo","Kaihuiki","Agriculture",3
"Hawaiʻi","Hilo","Kaihuiki","Developed",15
"Hawaiʻi","Hilo","Kaihuiki","Not Vegetated",9
"Hawaiʻi","Hilo","Kaihuiki","Wet Forest",10
"Hawaiʻi","Hilo","Kaihuiki","Wet Grassland",14
"Hawaiʻi","Hilo","Kaihuiki","Wet Shrubland",3
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Agriculture",40
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Developed",254
"Hawaiʻi","Hilo","Kaiwiki, Maumau","N/A Forest",1
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Not Vegetated",14
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Wet Forest",209
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Wet Grassland",150
"Hawaiʻi","Hilo","Kaiwiki, Maumau","Wet Shrubland",37
"Hawaiʻi","Hilo","Kaiwikinui","Agriculture",27
"Hawaiʻi","Hilo","Kaiwikinui","Developed",132
"Hawaiʻi","Hilo","Kaiwikinui","N/A Forest",1
"Hawaiʻi","Hilo","Kaiwikinui","Not Vegetated",27
"Hawaiʻi","Hilo","Kaiwikinui","Wet Forest",734
"Hawaiʻi","Hilo","Kaiwikinui","Wet Grassland",98
"Hawaiʻi","Hilo","Kaiwikinui","Wet Shrubland",227
"Hawaiʻi","Hilo","Kalalau","Agriculture",29
"Hawaiʻi","Hilo","Kalalau","Developed",54
"Hawaiʻi","Hilo","Kalalau","N/A Forest",2
"Hawaiʻi","Hilo","Kalalau","Not Vegetated",17
"Hawaiʻi","Hilo","Kalalau","Wet Forest",113
"Hawaiʻi","Hilo","Kalalau","Wet Grassland",89
"Hawaiʻi","Hilo","Kalalau","Wet Shrubland",8
"Hawaiʻi","Hilo","Kalaoa","Agriculture",18
"Hawaiʻi","Hilo","Kalaoa","Developed",78
"Hawaiʻi","Hilo","Kalaoa","N/A Forest",1
"Hawaiʻi","Hilo","Kalaoa","Not Vegetated",8
"Hawaiʻi","Hilo","Kalaoa","Wet Forest",35
"Hawaiʻi","Hilo","Kalaoa","Wet Grassland",34
"Hawaiʻi","Hilo","Kalaoa","Wet Shrubland",5
"Hawaiʻi","Hilo","Kamaʻeʻe","Agriculture",37
"Hawaiʻi","Hilo","Kamaʻeʻe","Developed",78
"Hawaiʻi","Hilo","Kamaʻeʻe","N/A Forest",2
"Hawaiʻi","Hilo","Kamaʻeʻe","Not Vegetated",42
"Hawaiʻi","Hilo","Kamaʻeʻe","Wet Forest",271
"Hawaiʻi","Hilo","Kamaʻeʻe","Wet Grassland",136
"Hawaiʻi","Hilo","Kamaʻeʻe","Wet Shrubland",124
"Hawaiʻi","Hilo","Kauhiula","Agriculture",4
"Hawaiʻi","Hilo","Kauhiula","Developed",25
"Hawaiʻi","Hilo","Kauhiula","Not Vegetated",3
"Hawaiʻi","Hilo","Kauhiula","Wet Forest",3
"Hawaiʻi","Hilo","Kauhiula","Wet Grassland",6
"Hawaiʻi","Hilo","Kauhiula","Wet Shrubland",1
"Hawaiʻi","Hilo","Kaupakuea, Makea","Agriculture",16
"Hawaiʻi","Hilo","Kaupakuea, Makea","Developed",174
"Hawaiʻi","Hilo","Kaupakuea, Makea","N/A Forest",1
"Hawaiʻi","Hilo","Kaupakuea, Makea","Not Vegetated",16
"Hawaiʻi","Hilo","Kaupakuea, Makea","Wet Forest",44
"Hawaiʻi","Hilo","Kaupakuea, Makea","Wet Grassland",88
"Hawaiʻi","Hilo","Kaupakuea, Makea","Wet Shrubland",12
"Hawaiʻi","Hilo","Kawainui","Agriculture",16
"Hawaiʻi","Hilo","Kawainui","Developed",94
"Hawaiʻi","Hilo","Kawainui","N/A Forest",1
"Hawaiʻi","Hilo","Kawainui","Not Vegetated",13
"Hawaiʻi","Hilo","Kawainui","Wet Forest",101
"Hawaiʻi","Hilo","Kawainui","Wet Grassland",41
"Hawaiʻi","Hilo","Kawainui","Wet Shrubland",22
"Hawaiʻi","Hilo","Kaūmana","Agriculture",48
"Hawaiʻi","Hilo","Kaūmana","Developed",317
"Hawaiʻi","Hilo","Kaūmana","Dry Forest",11
"Hawaiʻi","Hilo","Kaūmana","Not Vegetated",42
"Hawaiʻi","Hilo","Kaūmana","Wet Forest",434
"Hawaiʻi","Hilo","Kaūmana","Wet Grassland",127
"Hawaiʻi","Hilo","Kaūmana","Wet Shrubland",114
"Hawaiʻi","Hilo","Kaʻakepa","Agriculture",2
"Hawaiʻi","Hilo","Kaʻakepa","Developed",3
"Hawaiʻi","Hilo","Kaʻakepa","N/A Forest",7
"Hawaiʻi","Hilo","Kaʻakepa","Not Vegetated",10
"Hawaiʻi","Hilo","Kaʻakepa","Wet Forest",4
"Hawaiʻi","Hilo","Kaʻakepa","Wet Grassland",52
"Hawaiʻi","Hilo","Kaʻakepa","Wet Shrubland",1
"Hawaiʻi","Hilo","Kaʻapoko","Agriculture",5
"Hawaiʻi","Hilo","Kaʻapoko","Developed",74
"Hawaiʻi","Hilo","Kaʻapoko","Not Vegetated",3
"Hawaiʻi","Hilo","Kaʻapoko","Wet Forest",7
"Hawaiʻi","Hilo","Kaʻapoko","Wet Grassland",19
"Hawaiʻi","Hilo","Kaʻieʻie","Agriculture",35
"Hawaiʻi","Hilo","Kaʻieʻie","Developed",148
"Hawaiʻi","Hilo","Kaʻieʻie","N/A Forest",1
"Hawaiʻi","Hilo","Kaʻieʻie","Not Vegetated",15
"Hawaiʻi","Hilo","Kaʻieʻie","Wet Forest",52
"Hawaiʻi","Hilo","Kaʻieʻie","Wet Grassland",66
"Hawaiʻi","Hilo","Kaʻieʻie","Wet Shrubland",2
"Hawaiʻi","Hilo","Kukuikea","Agriculture",3
"Hawaiʻi","Hilo","Kukuikea","Developed",23
"Hawaiʻi","Hilo","Kukuikea","Not Vegetated",1
"Hawaiʻi","Hilo","Kukuikea","Wet Forest",11
"Hawaiʻi","Hilo","Kukuikea","Wet Grassland",11
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Agriculture",59
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Developed",35
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Dry Forest",10
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","N/A Forest",20
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Not Vegetated",9
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Wet Forest",440
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Wet Grassland",178
"Hawaiʻi","Hilo","Kulanakiʻi, Kahīnano","Wet Shrubland",40
"Hawaiʻi","Hilo","Kulaʻikahonu","Agriculture",4
"Hawaiʻi","Hilo","Kulaʻikahonu","Developed",5
"Hawaiʻi","Hilo","Kulaʻikahonu","N/A Forest",10
"Hawaiʻi","Hilo","Kulaʻikahonu","Not Vegetated",6
"Hawaiʻi","Hilo","Kulaʻikahonu","Wet Forest",13
"Hawaiʻi","Hilo","Kulaʻikahonu","Wet Grassland",49
"Hawaiʻi","Hilo","Kulaʻimano","Agriculture",10
"Hawaiʻi","Hilo","Kulaʻimano","Developed",81
"Hawaiʻi","Hilo","Kulaʻimano","Not Vegetated",6
"Hawaiʻi","Hilo","Kulaʻimano","Wet Forest",26
"Hawaiʻi","Hilo","Kulaʻimano","Wet Grassland",30
"Hawaiʻi","Hilo","Kulaʻimano","Wet Shrubland",3
"Hawaiʻi","Hilo","Kīkala","Agriculture",56
"Hawaiʻi","Hilo","Kīkala","Developed",10
"Hawaiʻi","Hilo","Kīkala","N/A Forest",3
"Hawaiʻi","Hilo","Kīkala","Not Vegetated",19
"Hawaiʻi","Hilo","Kīkala","Wet Forest",97
"Hawaiʻi","Hilo","Kīkala","Wet Grassland",35
"Hawaiʻi","Hilo","Kīkala","Wet Shrubland",9
"Hawaiʻi","Hilo","Kūkūau 1","Agriculture",65
"Hawaiʻi","Hilo","Kūkūau 1","Developed",436
"Hawaiʻi","Hilo","Kūkūau 1","Dry Forest",3
"Hawaiʻi","Hilo","Kūkūau 1","Not Vegetated",27
"Hawaiʻi","Hilo","Kūkūau 1","Wet Forest",691
"Hawaiʻi","Hilo","Kūkūau 1","Wet Grassland",77
"Hawaiʻi","Hilo","Kūkūau 1","Wet Shrubland",173
"Hawaiʻi","Hilo","Kūkūau 2","Agriculture",83
"Hawaiʻi","Hilo","Kūkūau 2","Developed",548
"Hawaiʻi","Hilo","Kūkūau 2","Dry Forest",16
"Hawaiʻi","Hilo","Kūkūau 2","Not Vegetated",22
"Hawaiʻi","Hilo","Kūkūau 2","Wet Forest",577
"Hawaiʻi","Hilo","Kūkūau 2","Wet Grassland",115
"Hawaiʻi","Hilo","Kūkūau 2","Wet Shrubland",106
"Hawaiʻi","Hilo","Laimi","Agriculture",6
"Hawaiʻi","Hilo","Laimi","Developed",40
"Hawaiʻi","Hilo","Laimi","N/A Forest",4
"Hawaiʻi","Hilo","Laimi","Not Vegetated",11
"Hawaiʻi","Hilo","Laimi","Wet Forest",31
"Hawaiʻi","Hilo","Laimi","Wet Grassland",63
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Agriculture",396
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Developed",830
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Dry Forest",27
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Mesic Forest",152
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Mesic Grassland",3
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","N/A Forest",16
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Not Vegetated",132
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Wet Forest",1142
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Wet Grassland",564
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Wet Shrubland",261
"Hawaiʻi","Hilo","Laupāhoehoe, Welokā","Wetland",1
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Agriculture",11
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Developed",87
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","N/A Forest",1
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Not Vegetated",3
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Wet Forest",2
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Wet Grassland",15
"Hawaiʻi","Hilo","Lepoloa, Kaluakailio","Wet Shrubland",8
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Agriculture",63
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Developed",507
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Mesic Forest",143
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Mesic Grassland",1
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Mesic Shrubland",1
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","N/A Forest",8
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Not Vegetated",30
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Wet Forest",638
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Wet Grassland",84
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Wet Shrubland",138
"Hawaiʻi","Hilo","Makahanaloa, Pepeʻekeo","Wetland",1
"Hawaiʻi","Hilo","Manoloa","Agriculture",14
"Hawaiʻi","Hilo","Manoloa","Developed",3
"Hawaiʻi","Hilo","Manoloa","Dry Forest",1
"Hawaiʻi","Hilo","Manoloa","N/A Forest",1
"Hawaiʻi","Hilo","Manoloa","Not Vegetated",2
"Hawaiʻi","Hilo","Manoloa","Wet Forest",94
"Hawaiʻi","Hilo","Manoloa","Wet Grassland",46
"Hawaiʻi","Hilo","Manoloa","Wet Shrubland",18
"Hawaiʻi","Hilo","Mauluaiki","Agriculture",2
"Hawaiʻi","Hilo","Mauluaiki","Not Vegetated",2
"Hawaiʻi","Hilo","Mauluaiki","Wet Forest",37
"Hawaiʻi","Hilo","Mauluaiki","Wet Grassland",1
"Hawaiʻi","Hilo","Mauluaiki","Wet Shrubland",2
"Hawaiʻi","Hilo","Mauluanui","Agriculture",72
"Hawaiʻi","Hilo","Mauluanui","Developed",40
"Hawaiʻi","Hilo","Mauluanui","Dry Forest",3
"Hawaiʻi","Hilo","Mauluanui","Mesic Forest",160
"Hawaiʻi","Hilo","Mauluanui","Mesic Grassland",5
"Hawaiʻi","Hilo","Mauluanui","N/A Forest",4
"Hawaiʻi","Hilo","Mauluanui","Not Vegetated",21
"Hawaiʻi","Hilo","Mauluanui","Wet Forest",633
"Hawaiʻi","Hilo","Mauluanui","Wet Grassland",131
"Hawaiʻi","Hilo","Mauluanui","Wet Shrubland",104
"Hawaiʻi","Hilo","Mauluanui","Wetland",1
"Hawaiʻi","Hilo","Maʻulili","Agriculture",1
"Hawaiʻi","Hilo","Maʻulili","Developed",4
"Hawaiʻi","Hilo","Maʻulili","Wet Forest",5
"Hawaiʻi","Hilo","Maʻulili","Wet Grassland",7
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Agriculture",11
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Developed",114
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Not Vegetated",8
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Wet Forest",12
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Wet Grassland",21
"Hawaiʻi","Hilo","Mokuhonua, Halepuna","Wet Shrubland",3
"Hawaiʻi","Hilo","Mokuoniki","Agriculture",9
"Hawaiʻi","Hilo","Mokuoniki","Developed",32
"Hawaiʻi","Hilo","Mokuoniki","Not Vegetated",1
"Hawaiʻi","Hilo","Mokuoniki","Wet Forest",34
"Hawaiʻi","Hilo","Mokuoniki","Wet Grassland",20
"Hawaiʻi","Hilo","Mokuoniki","Wet Shrubland",4
"Hawaiʻi","Hilo","Mālamalamaiki","Agriculture",5
"Hawaiʻi","Hilo","Mālamalamaiki","Developed",11
"Hawaiʻi","Hilo","Mālamalamaiki","N/A Forest",1
"Hawaiʻi","Hilo","Mālamalamaiki","Not Vegetated",4
"Hawaiʻi","Hilo","Mālamalamaiki","Wet Forest",59
"Hawaiʻi","Hilo","Mālamalamaiki","Wet Grassland",41
"Hawaiʻi","Hilo","Mālamalamaiki","Wet Shrubland",8
"Hawaiʻi","Hilo","Nanue","Agriculture",17
"Hawaiʻi","Hilo","Nanue","Developed",6
"Hawaiʻi","Hilo","Nanue","Dry Forest",3
"Hawaiʻi","Hilo","Nanue","Not Vegetated",17
"Hawaiʻi","Hilo","Nanue","Wet Forest",102
"Hawaiʻi","Hilo","Nanue","Wet Grassland",28
"Hawaiʻi","Hilo","Nanue","Wet Shrubland",1
"Hawaiʻi","Hilo","Onomea","Agriculture",25
"Hawaiʻi","Hilo","Onomea","Developed",144
"Hawaiʻi","Hilo","Onomea","N/A Forest",1
"Hawaiʻi","Hilo","Onomea","Not Vegetated",22
"Hawaiʻi","Hilo","Onomea","Wet Forest",221
"Hawaiʻi","Hilo","Onomea","Wet Grassland",60
"Hawaiʻi","Hilo","Onomea","Wet Shrubland",94
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Agriculture",22
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Developed",209
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","N/A Forest",2
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Not Vegetated",30
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Wet Forest",111
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Wet Grassland",91
"Hawaiʻi","Hilo","Opea, Peleau, ʻAwa","Wet Shrubland",13
"Hawaiʻi","Hilo","Paihaʻaloa","Agriculture",13
"Hawaiʻi","Hilo","Paihaʻaloa","Developed",66
"Hawaiʻi","Hilo","Paihaʻaloa","Not Vegetated",2
"Hawaiʻi","Hilo","Paihaʻaloa","Wet Forest",22
"Hawaiʻi","Hilo","Paihaʻaloa","Wet Grassland",19
"Hawaiʻi","Hilo","Paukaʻa","Agriculture",48
"Hawaiʻi","Hilo","Paukaʻa","Developed",197
"Hawaiʻi","Hilo","Paukaʻa","Mesic Forest",72
"Hawaiʻi","Hilo","Paukaʻa","Mesic Grassland",2
"Hawaiʻi","Hilo","Paukaʻa","Mesic Shrubland",2
"Hawaiʻi","Hilo","Paukaʻa","Not Vegetated",42
"Hawaiʻi","Hilo","Paukaʻa","Wet Forest",698
"Hawaiʻi","Hilo","Paukaʻa","Wet Grassland",65
"Hawaiʻi","Hilo","Paukaʻa","Wet Shrubland",309
"Hawaiʻi","Hilo","Pihā, Kahuku","Agriculture",25
"Hawaiʻi","Hilo","Pihā, Kahuku","Developed",72
"Hawaiʻi","Hilo","Pihā, Kahuku","Dry Forest",6
"Hawaiʻi","Hilo","Pihā, Kahuku","Mesic Forest",146
"Hawaiʻi","Hilo","Pihā, Kahuku","Mesic Grassland",4
"Hawaiʻi","Hilo","Pihā, Kahuku","Not Vegetated",20
"Hawaiʻi","Hilo","Pihā, Kahuku","Wet Forest",268
"Hawaiʻi","Hilo","Pihā, Kahuku","Wet Grassland",84
"Hawaiʻi","Hilo","Pihā, Kahuku","Wet Shrubland",37
"Hawaiʻi","Hilo","Piʻihonua","Agriculture",303
"Hawaiʻi","Hilo","Piʻihonua","Developed",856
"Hawaiʻi","Hilo","Piʻihonua","Dry Forest",116
"Hawaiʻi","Hilo","Piʻihonua","Mesic Forest",336
"Hawaiʻi","Hilo","Piʻihonua","Mesic Grassland",69
"Hawaiʻi","Hilo","Piʻihonua","Mesic Shrubland",102
"Hawaiʻi","Hilo","Piʻihonua","N/A Forest",13
"Hawaiʻi","Hilo","Piʻihonua","Not Vegetated",215
"Hawaiʻi","Hilo","Piʻihonua","Wet Forest",4177
"Hawaiʻi","Hilo","Piʻihonua","Wet Grassland",288
"Hawaiʻi","Hilo","Piʻihonua","Wet Shrubland",1096
"Hawaiʻi","Hilo","Piʻihonua","Wetland",8
"Hawaiʻi","Hilo","Ponahawai","Agriculture",98
"Hawaiʻi","Hilo","Ponahawai","Developed",1215
"Hawaiʻi","Hilo","Ponahawai","N/A Forest",1
"Hawaiʻi","Hilo","Ponahawai","Not Vegetated",53
"Hawaiʻi","Hilo","Ponahawai","Wet Forest",420
"Hawaiʻi","Hilo","Ponahawai","Wet Grassland",127
"Hawaiʻi","Hilo","Ponahawai","Wet Shrubland",120
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Agriculture",46
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Developed",98
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Dry Forest",12
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Not Vegetated",23
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Wet Forest",305
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Wet Grassland",150
"Hawaiʻi","Hilo","Puaʻakuloa, Kapena","Wet Shrubland",62
"Hawaiʻi","Hilo","Pueopaku","Agriculture",21
"Hawaiʻi","Hilo","Pueopaku","Developed",58
"Hawaiʻi","Hilo","Pueopaku","Not Vegetated",5
"Hawaiʻi","Hilo","Pueopaku","Wet Forest",44
"Hawaiʻi","Hilo","Pueopaku","Wet Grassland",33
"Hawaiʻi","Hilo","Punahoa 1","Agriculture",32
"Hawaiʻi","Hilo","Punahoa 1","Developed",297
"Hawaiʻi","Hilo","Punahoa 1","N/A Forest",2
"Hawaiʻi","Hilo","Punahoa 1","Not Vegetated",1
"Hawaiʻi","Hilo","Punahoa 1","Wet Forest",87
"Hawaiʻi","Hilo","Punahoa 1","Wet Grassland",30
"Hawaiʻi","Hilo","Punahoa 1","Wet Shrubland",13
"Hawaiʻi","Hilo","Punahoa 2","Agriculture",83
"Hawaiʻi","Hilo","Punahoa 2","Developed",467
"Hawaiʻi","Hilo","Punahoa 2","Dry Forest",17
"Hawaiʻi","Hilo","Punahoa 2","N/A Forest",6
"Hawaiʻi","Hilo","Punahoa 2","Not Vegetated",10
"Hawaiʻi","Hilo","Punahoa 2","Wet Forest",711
"Hawaiʻi","Hilo","Punahoa 2","Wet Grassland",94
"Hawaiʻi","Hilo","Punahoa 2","Wet Shrubland",193
"Hawaiʻi","Hilo","Puumoi","Agriculture",14
"Hawaiʻi","Hilo","Puumoi","Developed",47
"Hawaiʻi","Hilo","Puumoi","N/A Forest",1
"Hawaiʻi","Hilo","Puumoi","Not Vegetated",9
"Hawaiʻi","Hilo","Puumoi","Wet Forest",76
"Hawaiʻi","Hilo","Puumoi","Wet Grassland",30
"Hawaiʻi","Hilo","Puumoi","Wet Shrubland",20
"Hawaiʻi","Hilo","Puʻuʻeo","Agriculture",19
"Hawaiʻi","Hilo","Puʻuʻeo","Developed",231
"Hawaiʻi","Hilo","Puʻuʻeo","N/A Forest",3
"Hawaiʻi","Hilo","Puʻuʻeo","Not Vegetated",72
"Hawaiʻi","Hilo","Puʻuʻeo","Wet Forest",188
"Hawaiʻi","Hilo","Puʻuʻeo","Wet Grassland",154
"Hawaiʻi","Hilo","Puʻuʻeo","Wet Shrubland",22
"Hawaiʻi","Hilo","Pāhoehoe","Agriculture",65
"Hawaiʻi","Hilo","Pāhoehoe","Developed",32
"Hawaiʻi","Hilo","Pāhoehoe","N/A Forest",2
"Hawaiʻi","Hilo","Pāhoehoe","Not Vegetated",6
"Hawaiʻi","Hilo","Pāhoehoe","Wet Forest",201
"Hawaiʻi","Hilo","Pāhoehoe","Wet Grassland",48
"Hawaiʻi","Hilo","Pāhoehoe","Wet Shrubland",10
"Hawaiʻi","Hilo","Pāpaʻa","Agriculture",3
